53,3,54,1
54,4,53,1
55,2,46,1
55,4,60,1
56,6,43,1
57,0,47,1
57,1,50,1
57,8,53,1
58,0,47,1
58,0,49,2
58,0,50,2
58,3,60,1
58,5,49,1
58,5,51,1
58,6,44,1
59,2,47,1
59,2,57,1
59,3,48,1
59,3,50,1
59,4,61,1
59,5,54,1
59,6,48,1
59,6,50,1
59,8,49,1
59,12,54,1
60,0,42,1
60,2,43,1
60,2,50,1
60,3,46,1
60,3,48,2
60,4,49,1
60,4,51,1
60,7,51,1
60,8,54,1
61,0,39,1
61,0,46,1
61,1,37,1
61,2,46,1
61,2,48,3
61,2,50,5
61,3,51,1
61,3,53,1
61,4,47,3
61,4,49,3
61,5,50,1
61,6,48,1
61,8,50,1
62,2,38,1
62,3,47,3
62,3,49,2
62,3,51,2
62,4,42,1
62,4,44,1
62,4,45,1
62,4,54,1
62,5,46,2
62,5,48,4
62,5,50,5
62,6,45,1
62,6,55,1
62,7,49,1
63,0,41,1
63,0,47,2
63,0,49,2
63,0,51,1
63,1,40,1
63,1,48,5
63,1,50,2
63,1,52,1
63,2,46,2
63,3,54,1
63,4,48,3
63,4,50,4
63,4,52,2
63,5,53,3
63,5,55,2
63,6,49,3
63,6,51,2
63,7,54,1
63,15,55,1
64,0,46,1
64,0,48,2
64,0,50,1
64,0,52,1
64,1,44,3
64,1,46,5
64,1,48,5
64,2,49,4
64,2,51,3
64,3,47,6
64,5,49,2
64,5,51,3
64,5,53,3
64,6,47,1
64,6,54,1
64,6,57,1
64,7,48,1
64,7,50,3
64,7,52,6
64,8,53,1
64,11,55,1
65,0,43,3
65,0,47,1
65,0,49,2
65,0,52,1
65,0,54,1
65,0,58,1
65,1,51,4
65,1,53,1
65,2,45,4
65,2,47,5
65,2,49,6
65,3,44,1
65,3,50,6
65,3,52,5
65,3,54,1
65,4,37,1
65,4,45,1
65,4,46,3
65,4,48,7
65,5,56,2
65,5,57,1
65,6,50,2
65,6,52,3
65,6,54,4
65,7,47,1
65,7,48,3
65,7,55,2
65,8,53,1
65,9,44,1
65,12,54,1
66,0,43,1
66,0,45,1
66,0,46,1
66,0,47,1
66,0,48,3
66,0,50,2
66,0,51,1
66,1,41,1
66,1,44,1
66,2,52,9
66,2,54,5
66,3,46,6
66,3,48,4
66,3,50,12
66,4,43,2
66,4,51,5
66,4,53,4
66,4,55,3
66,5,46,2
66,5,47,5
66,5,49,2
66,7,51,2
66,7,53,7
66,7,55,4
66,8,49,3
66,8,56,2
66,9,50,1
66,9,52,1
66,11,50,1
66,11,53,1
66,13,55,1
66,13,57,1
67,0,41,2
67,0,43,5
67,0,44,1
67,0,46,5
67,0,48,1
67,0,50,3
67,0,51,2
67,0,52,1
67,0,53,1
67,0,54,1
67,1,37,1
67,1,47,7
67,1,49,6
67,2,44,3
67,2,45,1
67,2,56,2
67,3,53,6
67,4,47,6
67,4,49,12
67,4,51,16
67,4,61,1
67,5,44,1
67,5,46,2
67,5,52,6
67,5,54,7
67,5,56,4
67,6,47,3
67,6,48,2
67,6,50,9
67,7,43,1
67,7,45,1
67,7,59,1
67,8,52,7
67,8,54,4
67,8,56,3
67,9,49,1
67,9,50,1
67,9,57,2
67,10,53,1
67,10,55,5
67,11,56,1
67,11,58,2
67,14,58,1
67,14,70,1
68,0,41,1
68,0,43,2
68,0,46,3
68,0,47,1
68,0,49,3
68,0,50,1
68,0,57,1
68,1,42,2
68,1,44,1
68,1,45,3
68,1,52,5
68,2,48,5
68,2,50,11
68,3,45,1
68,3,46,4
68,4,54,3
68,4,56,4
68,5,48,6
68,5,50,7
68,5,52,10
68,6,45,1
68,6,53,5
68,6,55,7
68,6,57,2
68,7,48,1
68,7,49,6
68,7,51,6
68,8,44,1
68,9,53,3
68,9,55,4
68,9,57,1
68,10,48,1
68,10,51,3
68,10,58,1
68,10,60,2
68,10,61,1
68,11,43,1
68,11,46,1
68,11,54,3
68,11,56,1
68,12,49,1
68,12,51,1
68,12,57,1
68,12,59,2
68,12,61,1
68,13,45,1
68,13,53,1
68,13,55,1
68,14,46,1
68,15,57,1
68,15,61,1
69,0,45,1
69,0,47,3
69,0,49,2
69,0,51,2
69,1,40,1
69,1,42,3
69,1,48,3
69,1,50,5
69,1,52,2
69,2,45,4
69,2,46,4
69,2,53,6
69,3,41,1
69,3,49,8
69,3,51,9
69,4,44,3
69,4,46,1
69,4,47,4
69,5,55,6
69,5,57,1
69,6,49,10
69,6,51,14
69,6,53,12
69,7,46,1
69,7,48,4
69,7,54,10
69,7,56,3
69,7,58,1
69,8,50,4
69,8,52,2
69,9,47,2
69,9,60,3
69,10,54,6
69,10,56,2
69,10,58,8
69,11,51,4
69,11,52,4
69,11,59,8
69,11,61,2
69,11,62,1
69,12,44,1
69,12,53,1
69,12,55,1
69,12,57,4
69,13,62,1
69,15,65,1
69,16,60,1
69,16,62,1
69,20,52,1
70,0,43,1
70,0,44,1
70,0,50,3
70,0,52,1
70,1,45,4
70,1,46,3
70,1,48,1
70,1,56,1
70,2,41,1
70,2,43,3
70,2,49,8
70,2,51,3
70,2,53,2
70,2,61,1
70,3,44,1
70,3,46,4
70,3,47,4
70,3,54,5
70,3,56,3
70,4,42,2
70,4,50,11
70,4,52,8
70,5,45,2
70,5,47,3
70,5,48,7
70,6,41,1
70,6,56,3
70,6,58,1
70,7,50,15
70,7,52,14
70,7,54,11
70,7,64,1
70,8,45,1
70,8,47,1
70,8,49,2
70,8,55,12
70,8,57,10
70,8,59,1
70,9,42,1
70,9,50,1
70,9,51,8
70,9,53,7
70,10,48,2
70,10,61,4
70,10,62,2
70,11,55,11
70,11,57,9
70,11,59,6
70,12,50,2
70,12,52,2
70,12,53,3
70,12,60,4
70,12,62,2
70,12,63,1
70,13,56,3
70,13,58,5
70,14,49,1
70,14,53,1
70,14,61,4
70,14,63,2
70,15,54,1
70,16,52,1
70,16,68,1
70,17,61,1
70,17,63,2
70,18,64,1
70,19,60,1
70,22,64,1
71,0,42,1
71,0,45,1
71,1,51,3
71,2,46,3
71,2,47,4
71,2,49,5
71,2,56,3
71,2,57,1
71,3,44,2
71,3,50,8
71,3,52,7
71,3,54,2
71,4,39,1
71,4,45,3
71,4,47,7
71,4,48,10
71,4,55,4
71,4,57,3
71,4,58,1
71,5,51,19
71,5,53,7
71,6,40,2
71,6,46,4
71,6,48,5
71,6,49,21
71,6,60,2
71,7,42,1
71,7,44,1
71,7,57,7
71,7,59,5
71,8,51,12
71,8,53,18
71,8,55,15
71,8,61,1
71,9,46,2
71,9,50,4
71,9,56,11
71,9,58,13
71,9,60,1
71,10,41,1
71,10,51,3
71,10,52,9
71,10,54,9
71,11,47,1
71,11,49,1
71,11,62,1
71,12,44,1
71,12,56,8
71,12,58,7
71,12,60,3
71,13,51,3
71,13,54,6
71,13,61,2
71,13,63,1
71,13,64,1
71,14,55,1
71,14,57,2
71,14,59,4
71,14,69,1
71,15,54,2
71,15,60,1
71,15,64,1
71,16,55,1
71,16,58,4
71,18,62,2
71,18,64,1
71,19,58,2
71,23,65,1
72,0,41,1
72,0,44,1
72,0,45,1
72,0,46,1
72,0,48,1
72,0,55,1
72,1,45,4
72,2,52,2
72,3,47,7
72,3,48,7
72,3,50,7
72,3,57,1
72,4,45,4
72,4,51,13
72,4,53,7
72,4,55,3
72,5,46,3
72,5,48,12
72,5,49,13
72,5,56,5
72,5,58,2
